id	text
1378	nao estou tendo dificuldades
1379	nao estou tendo dificuldades
1380	Estar presente e for motivos de ler prestar atencao no que esta em losa nao observo a chamada e nao posso falar pra colocar presenca que os professores nao permitem
1381	Devido a carga horaria do Cartorio, falta um pouco de tempo para estudar todos os dias
1382	bolsas de estudo
1383	nao estou tendo nenhuma dificuldade
1384	Ainda muito precoce para responder a questao
1385	nao compreender alguns professores Causando muito dificuldade para entender a materia
1386	
1387	Dificuldade de tempo para ler os livros e estudar 
1388	NDA
1389	Falta de tempo
1390	dificuldades financeiras
1391	desenvolver uma capacidade autodidata em relacao ao estudo
1392	
1393	Nada
1394	A falta de tempo
1395	Muita materia, mas estudando nao e dificil
1396	CaLCULO e muito complicado e o joao lucas acaba complicando as vezes
1397	O tempo para estudar pois trabalho E a dificuldade de assistir video aulas
1398	nenhuma
1399	entrei a pouco tento e estou com dificuldades de entender as materias e conteudos 
1400	financeiro
1401	Dificuldade em utilizar as ferramentas em minha residencia que estejam compativeis com os da universidade, por exemplo o Construct 2 que nos incapacita de continuar a desenvolver os trabalhos que trazemos de casa aqui na Universidade
1402	nao tenho dificuldades, mas falta tempo para estudar
1403	A FALTA DE DINHEIRO PARA QUALQUER CURSO EMBORA EU So GOSTE DO MEU "GASTRONOMIA"
1404	As dificuldades sao fundametais para o conhecimento real da profissao 
1405	
1406	
1407	adaptacao aos conteudos dados em algumas aulas
1408	aprender a memorizar os conteudos
1409	conhecimento basico, dificuldades minimas em aprender e memorizar numeros binarios
1410	nao estou tendo 
1411	nem uma
1412	nenhuma
1413	#NOME?
1414	Dificuldades financeiras e deslocamento da casa para a faculdade
1415	tenho dificuldade na materia de matematica,isso esta atrapalhando um pouco 
1416	como e o primeiro termo, a dificuldade adaptativa com a forma de ensino e a principal
1417	Um pouco menos de conhecimento pelos assuntos tratados
1418	Foco 
1419	Algumas materias sao complicadas
1420	
1421	Dificuldades financeiras, pois a instituicao esta com mensalidades muito altas, tornando o curso de medicina restrito para apenas uma pequena parcela de pessoas que sonham em seguir essa carreira 
1422	nenhuma
1423	nao estou tendo dificuldades
1424	conciliar os estudos com outras atividades
1425	ESTOU NO MEU PRIMEIRO DIA DE AULA POR CAUSA DO FIES, ENTAO ESTOU INDO ATRAS DE TUDO QUE FOI PASSADO NAS AULAS EM QUE ESTIVE AUSENTE
1426	dificuldade em aprender os conteudos que estao sendo apresentado
1427	alguns colegas de turma
1428	nenhuma
1429	
1430	realizacao de algumas atividades 
1431	nenhuma dificuldade
1432	nenhuma
1433	nao tenho tempo para estudos e em fisica estou tendo bastante dificuldade
1434	Como eu trabalho,   na minha opiniao eu nao tenho tempo suficiente para estudar em casa 
1435	Nenhuma 
1436	Tirar alguns assuntos que nao sao significantes para o curso das materias, ou rearranjar as aulas de modo mais compacto
1437	Nenhum no momento!
1438	O minha unica dificuldade se deve aos trabalhos extensos
1439	locomocao e dificuldades em algumas materias 
1440	Por enquanto nao estou tendo dificuldades
1441	estudos periodicos
1442	-Transporte Escolar Ineficiente-Metodologia e ritmo dos professores-Pouca disponibilidade para aprofundar os estudos em casa,nas ligas
1443	De compreensao em algumas disciplinas
1444	nenhuma
1445	trabalho em outra area, as vezes o horario trabalhos a serem feitos
1446	Recursos
1447	Os professores explicam rapidamente, isso dificulta o entendimento isso para algumas disciplinas
1448	minha dificuldade e apenas na materia de biologia 
1449	aulas no compus 1
1450	
1451	
1452	
1453	falta de tempo e processo de adaptacao 
1454	Nenhuma
1455	Bases biologicas do comportamento
1456	Nenhuma
1457	Estou tendo dificuldade de entender algumas materias
1458	Por enquanto nenhuma dificuldade
1459	nenhuma 
1460	nao tenho dificuldades
1461	Nenhuma dificuldade
1462	um pouco de tempo
1463	dificuldades financeiras e falta de apoio da universidade desta questao
1464	Como trabalho e no momento faco auto escola, esta bem puxado e corrido, pois preciso viajar em torno de 1h ate chegar na faculdade
1465	nao estou tendo dificuldades
1466	As dificuldades sao unicamente relacionadas ao fato de eu ter perdido uma semana de aula viajando
1467	nao estou tendo dificuldades
1468	Nenhuma
1469	nenhuma
1470	
1471	disponibilizar os tablets de desenho para os aulunos antes de comecar a aula
1472	
1473	nao estou tendo
1474	O deslocamento do campos um 2 para campos 1  e ter aula nos 3 perildos em um so dia 
1475	adaptacao por ser complexo
1476	nao estou encontrando nenhuma dificuldade
1477	Tenho dificuldades em algumas materias por nao ter um ensino medio muito bom
1478	nao ha dificuldade 
1479	nao sei 
1480	pagar e viagem todos dias
1481	dificuldades em questao do xerox, como moro longe muito dificil de tirar
1482	dificuldade na area de calculo
1483	Assimilacao de alguma materias 
1484	sempre tive algumas dificuldades em matematica mas nada que compromete o meu desenvolvimento
1485	atraso por conta do fies
1486	estudo intensivo 
1487	
1488	
1489	AULAS PELO APLICATIVO APRENDER, AONDE nao EXISTE A OPORTUNIDADE DE UMA DISCUSSaO PESSOAL COM O PROFESSOR
1490	o fato de entrar mais tarde no conteudo ja estudado pelo meus colegas
1491	nenhuma
1492	nenhuma
1493	
1494	Tempo, dinheiro, etc
1495	nenhuma
1496	Possuo dificuldades em determinadas materias 
1497	
1498	So em algumas materias, mas estou me adaptando
1499	nda
1500	Tenho algumas dificuldades relacionadas a defasagem no ensino que tive antes de chegar aqui, algumas coisas que eu ja deveria saber tenho que aprender em pouco tempo agora
1501	nao tenho dificuldades
1502	financeiro 
1503	dificuldade com exatas
1504	tenho q trabalhar aos sabados, e tem aula, 
1505	Estudar todos os dias
1506	Dificuldades com materias que estou a muito tempo sem estudar, mas com esforco essas dificuldades nao me atrapalharam
1507	no meu caso mais o horario 
1508	em relacao ao tempo pois eu trabalho, durante o dia entao o tempo que tenho e de madrugada ou aos fins de semana
1509	Nsnhuma
1510	por enquanto nao estou dendo dificuldades
1511	Inicialmente nao estou encontrando nenhuma dificuldade para com o curso
1512	As dificuldades e falta de tempo em casa para estudar as materias,pois como eu trabalho fica muito dificil estudar
1513	
1514	
1515	Tempo
1516	Trabalhar e estudar ao mesmo tempo
1517	Ter entrado algumas semanas apos ter se iniciado
1518	Nenhuma
1519	Leitura
1520	nao e uma area que eu realmente goste
1521	a disponibilidade apenas no periodo da noite me desanimou um pouco no comeco, mas ja estou me adaptando
1522	As salas do Primeiro termo sao salas adaptadas em ma conservacao, todas as nossas aulas sao realizadas no projetor, quando a  Campus 1 Disponibiliza para o professor, a tela para o projetor do primeiro termo quebrarao, e ja faz umas semanas que nao colocaram outra, e ja foi pedido enquanto isso temos que coloca na parede de pvc onde dificulta a visualizacao da materia, o bom seria se cada sala tivesse um Projetor proprio, pois cada professor ter um isso ate monta-lo atrasa minutos de aulas, e isso e chato, deveria ser igual o Campus II 
1523	
1524	nenhuma
1525	ATe AGORA ESTOU SUPERANDO FACILMENTE AS DIFICULDADES PARA FAZER UM BOM CURSO
1526	Em absorver o conteudo 
1527	Bom , as dificuldades nao e nenhuma surpresa , mais de fato , vivo mi surpreendendo com o curso , acho isto fenomenal !
1528	nao estou com dificuldades
1529	Nenhuma
1530	Mais pesquisas em casa e trabalhos relacionados
1531	Adaptacao de rotina
1532	
1533	Devem ser disponibilizados mais aulas de estudos de outras materias, pois ajuda muito o aluno 
1534	Nenhuma
1535	nao estou tendo dificuldades
1536	nao estou tendo dificuldades
1537	financeira 
1538	nenhuma
1539	To com um pouco de dificuldade de aprender
1540	Trabalhos em demasia e dificuldades em determinadas materias (como Lingua Latina)
1541	Dificuldade em conteudos que nao tive boa base no Ensino Medio
1542	                       
1543	Falta de entendimento em algumas aulas
1544	COMO ENTREI ATRASADA ESTOU COM DIFICULDADES PARA COLOCAR O CONTEUDO EM ORDEM
1545	
1546	nao estou encontrando dificuldades
1547	
1548	nenhuma
1549	precisar estudar três periodos em um dia
1550	
1551	o que mais dificulta e a distancia que tenho q percorrer todos os dias para vir para as aulas
1552	Aprender rapidamente àquilo que eu nunca vi, como, materias novas
1553	nenhuma 
1554	As maiores dificuldades sao com as materias que eu perdi no mês de fevereiro 
1555	Minha locomocao , e pra pegar o ritmo e entender anatomia
1556	Uma das maiores dificuldades que eu estou passando e o valor da faculdade que esta muito alto
1557	Nenhuma
1558	Estudar, fazer a sintese de cada materia!
1559	Algumas materias oferecidas
1560	um pouco de falta de tempo para ler, ja que tenho que conciliar trabalho, trasporte e universidade
1561	Algumas materias desconhecidas, que nao tive conhecimento
1562	Nenhuma
1563	Sem tempo de estudar
1564	Somente adaptativas, que pretendo supera-las em pouco tempo
1565	varios livros um de cada materia
1566	Nenhuma
1567	nao estou tendo dificuldades
1568	superando todas
1569	nenhuma
1570	Em entender algumas materias
1571	Problemas entre colegas
1572	As dificuldades que eu encontro normalmente estao relacionadas as explicacoes de algumas materias 
1573	
1574	
1575	nenhuma
1576	Tenho que pegar dois onibus todos os dias  nada de tao importante 
1577	
1578	professores dando trabalhos complicados
1579	tenho que estudar mais horas nos dias
1580	nenhuma
1581	Explicacoes com entendimento
